Donor,variable,total_donor_ha,iso3
Poland,2009,30.74615443,POL
Poland,2010,33.18749911,POL
Poland,2011,40.20836725,POL
Poland,2012,41.21108032,POL
Poland,2013,54.17358108,POL
Poland,2014,61.12112744,POL
Poland,2015,56.88882792,POL
Poland,2016,142.1811596,POL
Poland,2017,132.2756555,POL
Poland,2018,113.0220855,POL
Poland,2019,93.06268272,POL
Poland,2020,143.6613186,POL
Poland,2021,135.2551041,POL
Poland,2022,255.2233681,POL
Portugal,2000,20.44855619,PRT
Portugal,2001,21.8935622,PRT
Portugal,2002,17.57076447,PRT
Portugal,2003,16.54668892,PRT
Portugal,2004,40.38158906,PRT
Portugal,2005,36.91556915,PRT
Portugal,2006,30.42205934,PRT
Portugal,2007,22.54453466,PRT
Portugal,2008,26.26475999,PRT
Portugal,2009,23.45893968,PRT
Portugal,2010,25.57673154,PRT
Portugal,2011,25.91687733,PRT
Portugal,2012,24.52726642,PRT
Portugal,2013,24.59500586,PRT
Portugal,2014,31.53757042,PRT
Portugal,2015,26.51577235,PRT
Portugal,2016,56.86947263,PRT
Portugal,2017,51.67336936,PRT
Portugal,2018,41.07172486,PRT
Portugal,2019,44.09761334,PRT
Portugal,2020,49.91028684,PRT
Portugal,2021,49.94703636,PRT
Portugal,2022,79.97367558,PRT
Puerto Rico (United States),2007,0.03534268,PRI
Puerto Rico (United States),2010,0.001356247,PRI
Qatar,2000,1.142586945,QAT
Qatar,2001,2.205841844,QAT
Qatar,2002,0,QAT
Qatar,2003,27.67684545,QAT
Qatar,2005,55.82171158,QAT
Qatar,2006,6.036923971,QAT
Qatar,2007,0.219647821,QAT
Qatar,2008,2.218009545,QAT
Qatar,2009,16.36306337,QAT
Qatar,2010,2.224443101,QAT
Qatar,2011,14.82045855,QAT
Qatar,2012,84.50694903,QAT
Qatar,2013,119.7219191,QAT
Qatar,2014,98.5673953,QAT
Qatar,2015,110.8608321,QAT
Qatar,2016,51.53217133,QAT
Qatar,2017,85.18099507,QAT
Qatar,2018,51.34932381,QAT
Qatar,2019,61.40136327,QAT
Qatar,2020,87.48542284,QAT
Qatar,2021,30.7218281,QAT
Qatar,2022,28.94395459,QAT
Romania,2000,8.075992406,ROU
Romania,2001,0,ROU
Romania,2002,10.05622657,ROU
Romania,2003,0.501078736,ROU
Romania,2004,0.347193856,ROU
Romania,2005,1.345665138,ROU
Romania,2006,0,ROU
Romania,2007,0.410943034,ROU
Romania,2008,2.661800161,ROU
Romania,2009,0.567409217,ROU
Romania,2010,0.526734653,ROU
Romania,2011,0.825090836,ROU
Romania,2012,0.715485524,ROU
Romania,2013,0.632136816,ROU
Romania,2014,1.280060073,ROU
Romania,2015,1.701179229,ROU
Romania,2016,9.416088681,ROU
Romania,2017,5.382446294,ROU
Romania,2018,3.860199386,ROU
Romania,2019,0.76298998,ROU
Romania,2020,6.006583559,ROU
Romania,2021,2.127187769,ROU
Romania,2022,1.568367373,ROU
Russian Federation,2000,4.990766479,RUS
Russian Federation,2001,13.24360305,RUS
Russian Federation,2002,0,RUS
Russian Federation,2003,82.04529028,RUS
Russian Federation,2004,30.30392546,RUS
Russian Federation,2005,31.25089017,RUS
Russian Federation,2006,30.3710495,RUS
Russian Federation,2007,10.41018859,RUS
Russian Federation,2008,31.52155246,RUS
Russian Federation,2009,44.37880998,RUS
Russian Federation,2010,40.52596672,RUS
Russian Federation,2011,40.43760675,RUS
Russian Federation,2012,31.13143309,RUS
Russian Federation,2013,28.07951311,RUS
Russian Federation,2014,35.92977813,RUS
Russian Federation,2015,25.3055178,RUS
Russian Federation,2016,18.39001853,RUS
Russian Federation,2017,7.93111195,RUS
Russian Federation,2018,31.88455716,RUS
Russian Federation,2019,18.46222177,RUS
Russian Federation,2020,73.11577504,RUS
Russian Federation,2021,13.28881713,RUS
Russian Federation,2022,4.832199529,RUS
Rwanda,2000,0.012335746,RWA
Saint Lucia,2008,0.001187105,LCA
Saint Lucia,2009,0.125118968,LCA
Saint Lucia,2010,0.22042199,LCA
Saint Lucia,2015,0,LCA
Saint Lucia,2016,0,LCA
Saint Vincent and the Grenadines,2010,0.109690337,VCT
Saint Vincent and the Grenadines,2015,0,VCT
Samoa,2008,0.115490587,WSM
Samoa,2011,0.110028052,WSM
San Marino,2000,0.059249111,SMR
San Marino,2003,0.012554683,SMR
San Marino,2008,0.044960363,SMR
San Marino,2009,0.122152319,SMR
San Marino,2010,0.130009676,SMR
San Marino,2011,0.061467225,SMR
San Marino,2013,0.027344469,SMR
San Marino,2014,0.009442619,SMR
San Marino,2015,0.002598315,SMR
San Marino,2018,0.002719392,SMR
Saudi Arabia,2000,329.3557026,SAU
Saudi Arabia,2001,1630.826502,SAU
Saudi Arabia,2002,95.63698898,SAU
Saudi Arabia,2003,210.7490467,SAU
Saudi Arabia,2004,103.1681565,SAU
Saudi Arabia,2005,271.4926498,SAU
Saudi Arabia,2006,315.2296294,SAU
Saudi Arabia,2007,366.5183953,SAU
Saudi Arabia,2008,541.0465026,SAU
Saudi Arabia,2009,286.3973566,SAU
Saudi Arabia,2010,457.2848392,SAU
Saudi Arabia,2011,228.8416622,SAU
Saudi Arabia,2012,410.3774682,SAU
Saudi Arabia,2013,313.6073919,SAU
Saudi Arabia,2014,909.3878872,SAU
Saudi Arabia,2015,879.5383238,SAU
Saudi Arabia,2016,749.9448653,SAU
Saudi Arabia,2017,541.9405556,SAU
Saudi Arabia,2018,1527.050468,SAU
Saudi Arabia,2019,1806.419135,SAU
Saudi Arabia,2020,1098.322795,SAU
Saudi Arabia,2021,1397.631964,SAU
Saudi Arabia,2022,804.0871605,SAU
Senegal,2005,0.258367702,SEN
Senegal,2008,0.464039785,SEN
Senegal,2010,1.029834959,SEN
Serbia,2009,0.035411584,SRB
Serbia,2010,0.126755744,SRB
Serbia,2011,0.002043744,SRB
Serbia,2013,0.007443676,SRB
Serbia,2015,0.006498703,SRB
Serbia,2016,0.729605306,SRB
Serbia,2020,1.215370969,SRB
Serbia,2022,3.231961309,SRB
Serbia and Montenegro (until 2006-2009),2005,0.475578595,SCG
Serbia and Montenegro (until 2006-2009),2008,0,SCG
Seychelles,2000,0,SYC
Sierra Leone,2010,0.106758583,SLE
Singapore,2000,0.20756557,SGP
Singapore,2001,1.709695306,SGP
Singapore,2002,1.256201585,SGP
Singapore,2003,0.019569487,SGP
Singapore,2004,5.757383291,SGP
Singapore,2005,9.068848543,SGP
Singapore,2006,0.244548029,SGP
Singapore,2007,0.330643084,SGP
Singapore,2008,7.940213086,SGP
Singapore,2009,0.354436358,SGP
Singapore,2010,0.389351912,SGP
Singapore,2011,0.060039177,SGP
Singapore,2012,0.071639328,SGP
Singapore,2013,0.37727336,SGP
Singapore,2014,0.451573387,SGP
Singapore,2015,0.175117551,SGP
Singapore,2016,0.07703794,SGP
Singapore,2017,0.287656214,SGP
Singapore,2018,0.050489237,SGP
Singapore,2019,0.071745679,SGP
Singapore,2020,0.62948695,SGP
Singapore,2021,0.06998,SGP
Slovak Republic,2000,0,SVK
Slovak Republic,2001,1.144575737,SVK
Slovak Republic,2002,0,SVK
Slovak Republic,2003,0.02,SVK
Slovak Republic,2004,2.437377401,SVK
Slovak Republic,2005,4.956853998,SVK
Slovak Republic,2006,5.541334405,SVK
Slovak Republic,2007,5.605811585,SVK
Slovak Republic,2008,6.816579577,SVK
Slovak Republic,2009,5.685414844,SVK
Slovak Republic,2010,6.279279277,SVK
Slovak Republic,2011,7.747901776,SVK
Slovak Republic,2012,7.972038846,SVK
Slovak Republic,2013,9.301375691,SVK
Slovak Republic,2014,11.17342353,SVK
Slovak Republic,2015,12.36841981,SVK
Slovak Republic,2016,21.32914093,SVK
Slovak Republic,2017,17.12355422,SVK
Slovak Republic,2018,14.25458072,SVK
Slovak Republic,2019,15.43524082,SVK
Slovak Republic,2020,18.94436682,SVK
Slovak Republic,2021,18.49813099,SVK
Slovak Republic,2022,24.52104054,SVK
Slovenia,2000,0,SVN
Slovenia,2001,0,SVN
Slovenia,2002,0.053183271,SVN
Slovenia,2003,0,SVN
Slovenia,2004,0,SVN
Slovenia,2005,0,SVN
Slovenia,2006,0,SVN
Slovenia,2007,0,SVN
Slovenia,2008,4.636183962,SVN
Slovenia,2009,4.190647368,SVN
Slovenia,2010,3.659861002,SVN
Slovenia,2011,5.24828201,SVN
Slovenia,2012,5.510727936,SVN
Slovenia,2013,5.621391044,SVN
Slovenia,2014,6.9304156,SVN
Slovenia,2015,7.670761968,SVN
Slovenia,2016,12.95985865,SVN
Slovenia,2017,10.86625543,SVN
Slovenia,2018,10.11946096,SVN
Slovenia,2019,9.14168131,SVN
Slovenia,2020,11.88245953,SVN
Slovenia,2021,13.68544565,SVN
Slovenia,2022,19.45125293,SVN
South Africa,2000,2.675105402,ZAF
South Africa,2001,0.974110607,ZAF
South Africa,2002,0.340454773,ZAF
South Africa,2003,42.92128124,ZAF
South Africa,2004,18.24391944,ZAF
South Africa,2005,0.516838791,ZAF
South Africa,2006,23.38702833,ZAF
South Africa,2007,1.136236092,ZAF
South Africa,2008,1.362518135,ZAF
South Africa,2009,1.478631037,ZAF
South Africa,2010,0.730494741,ZAF
South Africa,2011,1.846424718,ZAF
South Africa,2012,0.72671294,ZAF
South Africa,2013,1.072346644,ZAF
South Africa,2014,1.509777579,ZAF
South Africa,2015,0.906639171,ZAF
South Africa,2016,0.54870383,ZAF
South Africa,2017,1.037370977,ZAF
South Africa,2018,2.20183704,ZAF
South Africa,2019,0.787317555,ZAF
South Africa,2020,0.100916458,ZAF
South Africa,2021,0.247577,ZAF
Spain,2000,152.8717716,ESP
Spain,2001,156.3008444,ESP
Spain,2002,140.1702961,ESP
Spain,2003,212.2423591,ESP
Spain,2004,212.9320064,ESP
Spain,2005,285.7112989,ESP
Spain,2006,317.2997752,ESP
Spain,2007,361.1131668,ESP
Spain,2008,555.4141179,ESP
Spain,2009,583.7161534,ESP
Spain,2010,450.0788338,ESP
Spain,2011,438.937055,ESP
Spain,2012,233.5242697,ESP
Spain,2013,206.7674509,ESP
Spain,2014,242.1074251,ESP
Spain,2015,214.347294,ESP
Spain,2016,367.6253873,ESP
Spain,2017,315.8053548,ESP
Spain,2018,308.247933,ESP
Spain,2019,286.7088915,ESP
Spain,2020,392.3467857,ESP
Spain,2021,429.4019821,ESP
Spain,2022,417.0385241,ESP
Sri Lanka,2006,0.013557762,LKA
Sri Lanka,2007,0.02328574,LKA
Sri Lanka,2008,1.243793875,LKA
Sri Lanka,2009,0.037375251,LKA
Sri Lanka,2010,0.035880332,LKA
Sri Lanka,2011,0.009207758,LKA
Sri Lanka,2012,3.868224114,LKA
Sri Lanka,2013,0.022905133,LKA
Sri Lanka,2014,0.909072457,LKA
Sri Lanka,2015,0,LKA
Sri Lanka,2017,0.037140363,LKA
Sri Lanka,2018,0.010022065,LKA
Sri Lanka,2019,0.010089631,LKA
Sudan,2000,0.018660374,SDN
Sudan,2010,1.634087638,SDN
Sudan,2011,2.192727052,SDN
Sudan,2015,0,SDN
Suriname,2010,0.677449776,SUR
Sweden,2000,525.9651489,SWE
Sweden,2001,576.804061,SWE
Sweden,2002,563.5500979,SWE
Sweden,2003,617.4677318,SWE
Sweden,2004,518.1435116,SWE
Sweden,2005,626.7823679,SWE
Sweden,2006,509.6362729,SWE
Sweden,2007,489.7096595,SWE
Sweden,2008,562.2267803,SWE
Sweden,2009,611.4423933,SWE
Sweden,2010,636.3178029,SWE
Sweden,2011,775.3738477,SWE
Sweden,2012,726.3340847,SWE
Sweden,2013,731.1768471,SWE
Sweden,2014,875.8960548,SWE
Sweden,2015,977.9485282,SWE
Sweden,2016,758.7427073,SWE
Sweden,2017,961.228325,SWE
Sweden,2018,1131.627548,SWE
Sweden,2019,1014.107308,SWE
Sweden,2020,1133.802016,SWE
Sweden,2021,1054.116391,SWE
Sweden,2022,1223.489781,SWE
Switzerland,2000,317.28,CHE
Switzerland,2001,308.3639198,CHE
Switzerland,2002,331.1560086,CHE
Switzerland,2003,297.9547704,CHE
Switzerland,2004,537.3003487,CHE
Switzerland,2005,302.1846239,CHE
Switzerland,2006,283.2060753,CHE
Switzerland,2007,266.7467992,CHE
Switzerland,2008,235.6873334,CHE
Switzerland,2009,224.6126313,CHE
Switzerland,2010,243.041241,CHE
Switzerland,2010,0.10701334,CHE
Switzerland,2011,342.6841168,CHE
Switzerland,2012,352.3231659,CHE
Switzerland,2013,397.0820527,CHE
Switzerland,2014,457.3213769,CHE
Switzerland,2015,528.6577746,CHE
Switzerland,2016,474.3089935,CHE
Switzerland,2017,450.2819615,CHE
Switzerland,2018,437.9308546,CHE
Switzerland,2019,464.4037609,CHE
Switzerland,2020,717.7877594,CHE
Switzerland,2021,467.5674018,CHE
Switzerland,2022,644.7978248,CHE
Syrian Arab Republic,2003,0,SYR
Syrian Arab Republic,2004,0.402605525,SYR
Syrian Arab Republic,2005,0,SYR
Syrian Arab Republic,2009,0.010544933,SYR
Syrian Arab Republic,2010,0.005315544,SYR
Tajikistan,2005,0,TJK
Tajikistan,2008,0.102687674,TJK
Tajikistan,2009,0.000445426,TJK
Tajikistan,2010,0.06027739,TJK
Tajikistan,2011,0.083900682,TJK
Tajikistan,2012,0.001257603,TJK
"Tanzania, United Republic of",2008,0.148327909,TZA
"Tanzania, United Republic of",2011,0.004424771,TZA
"Tanzania, United Republic of",2012,0.237907815,TZA
Thailand,2000,0.445656154,THA
Thailand,2001,0.187497947,THA
Thailand,2002,1.459489811,THA
Thailand,2003,0.756398,THA
Thailand,2005,19.11737433,THA
Thailand,2006,0.187554302,THA
Thailand,2007,0.042041252,THA
Thailand,2008,36.87058589,THA
Thailand,2009,0.343557694,THA
Thailand,2010,13.73742088,THA
Thailand,2011,0.326491509,THA
Thailand,2012,0.021150712,THA
Thailand,2013,3.10117166,THA
Thailand,2014,0.300740781,THA
Thailand,2015,18.75902811,THA
Thailand,2016,0.138979689,THA
Thailand,2017,0.509396949,THA
Thailand,2018,0.251991883,THA
Thailand,2019,0.146453487,THA
Thailand,2020,0.11224505,THA
Thailand,2021,0.25,THA
Thailand,2022,2.266442819,THA
Timor-Leste,2005,0.155189693,TLS
Timor-Leste,2008,0.00307009,TLS
Timor-Leste,2010,1.152765599,TLS
Timor-Leste,2011,1.033873559,TLS
Timor-Leste,2020,0.002180823,TLS
Timor-Leste,2022,1.488277393,TLS
Togo,2015,0.001562502,TGO
Tonga,2008,0.058967604,TON
Tonga,2011,0.109846234,TON
Tonga,2016,0,TON
Trinidad and Tobago,2001,0.110458297,TTO
Trinidad and Tobago,2004,2.122722877,TTO
Trinidad and Tobago,2005,2.872188437,TTO
Trinidad and Tobago,2006,0.053802275,TTO
Trinidad and Tobago,2007,0.058092275,TTO
Trinidad and Tobago,2008,0.027870093,TTO
Trinidad and Tobago,2010,1.277296057,TTO
Trinidad and Tobago,2014,0.020519642,TTO
Trinidad and Tobago,2015,0.309389513,TTO
Trinidad and Tobago,2016,0,TTO
Tunisia,2000,0,TUN
Tunisia,2004,0,TUN
Tunisia,2009,0.094023055,TUN
Tunisia,2010,0.918622779,TUN
Tunisia,2019,0.005944767,TUN
Tunisia,2021,0.005,TUN
Turkmenistan,2008,0,TKM
Turkmenistan,2010,0.68258319,TKM
Turkmenistan,2020,0.111785156,TKM
Turkmenistan,2021,0.1,TKM
Turkmenistan,2022,0.084540372,TKM
Tuvalu,2005,0.016484019,TUV
Tuvalu,2009,0.001475014,TUV
Türkiye,2000,3.16,TUR
Türkiye,2001,2.23,TUR
Türkiye,2002,1.98,TUR
Türkiye,2003,3.518713065,TUR
Türkiye,2004,49.12,TUR
Türkiye,2005,171.5164474,TUR
Türkiye,2006,111.2090827,TUR
Türkiye,2007,37.39453089,TUR
Türkiye,2008,22.97578673,TUR
Türkiye,2009,40.51244563,TUR
Türkiye,2010,107.8541151,TUR
Türkiye,2011,196.5764286,TUR
Türkiye,2012,774.2872561,TUR
Türkiye,2013,1208.831792,TUR
Türkiye,2014,1917.024697,TUR
Türkiye,2015,2504.419034,TUR
Türkiye,2016,5511.395251,TUR
Türkiye,2017,7435.589991,TUR
Türkiye,2018,8562.822703,TUR
Türkiye,2019,9100.000366,TUR
Türkiye,2020,9390.627583,TUR
Türkiye,2021,6786.517313,TUR
Türkiye,2022,7227.426486,TUR
Uganda,2010,0.103918224,UGA
Ukraine,2005,0,UKR
Ukraine,2008,0,UKR
Ukraine,2009,0.957952425,UKR
Ukraine,2010,1.490324523,UKR
Ukraine,2012,0.151365231,UKR
Ukraine,2019,0.46562788,UKR
Ukraine,2020,0,UKR
United Arab Emirates,2000,0.912185864,ARE
United Arab Emirates,2001,0.010025164,ARE
United Arab Emirates,2002,0,ARE
United Arab Emirates,2003,4.905973081,ARE
United Arab Emirates,2004,165.6025075,ARE
United Arab Emirates,2005,139.5983308,ARE
United Arab Emirates,2006,70.95539311,ARE
United Arab Emirates,2007,52.93529669,ARE
United Arab Emirates,2008,111.2582992,ARE
United Arab Emirates,2009,409.7584237,ARE
United Arab Emirates,2010,113.7385535,ARE
United Arab Emirates,2011,176.5301733,ARE
United Arab Emirates,2012,37.17018294,ARE
United Arab Emirates,2013,91.01223637,ARE
United Arab Emirates,2014,320.2223906,ARE
United Arab Emirates,2015,775.9532584,ARE
United Arab Emirates,2016,806.1123738,ARE
United Arab Emirates,2017,280.5349811,ARE
United Arab Emirates,2018,2025.277032,ARE
United Arab Emirates,2019,719.5525822,ARE
United Arab Emirates,2020,449.9208397,ARE
United Arab Emirates,2021,398.2530354,ARE
United Arab Emirates,2022,407.9233118,ARE
United Kingdom,2000,704.6015261,GBR
United Kingdom,2001,627.9650795,GBR
United Kingdom,2002,790.9539654,GBR
United Kingdom,2003,937.7918645,GBR
United Kingdom,2004,848.4771365,GBR
United Kingdom,2005,902.8727598,GBR
United Kingdom,2006,1143.356181,GBR
United Kingdom,2007,834.6363729,GBR
United Kingdom,2008,996.6945001,GBR
United Kingdom,2009,1131.404419,GBR
United Kingdom,2010,1002.79041,GBR
United Kingdom,2011,1328.677352,GBR
United Kingdom,2012,1221.070847,GBR
United Kingdom,2013,1920.322393,GBR
United Kingdom,2014,2458.693374,GBR
United Kingdom,2015,2643.850741,GBR
United Kingdom,2016,2887.432592,GBR
United Kingdom,2017,2916.553474,GBR
United Kingdom,2018,2785.664639,GBR
United Kingdom,2019,3337.213986,GBR
United Kingdom,2020,2858.541781,GBR
United Kingdom,2021,1648.303991,GBR
United Kingdom,2022,1875.101356,GBR
United States,2000,2290.187867,USA
United States,2001,2192.68914,USA
United States,2002,2645.612668,USA
United States,2003,4583.894964,USA
United States,2004,4208.373258,USA
United States,2005,4624.484053,USA
United States,2006,3993.697455,USA
United States,2007,3875.091589,USA
United States,2008,5542.674363,USA
United States,2009,5505.147608,USA
United States,2010,5999.058269,USA
United States,2010,0.00135185,USA
United States,2011,5373.338151,USA
United States,2012,4721.00519,USA
United States,2013,5775.445254,USA
United States,2014,6939.271098,USA
United States,2015,7077.112265,USA
United States,2016,7172.965641,USA
United States,2017,8064.467925,USA
United States,2018,8040.573483,USA
United States,2019,9083.801093,USA
United States,2020,9150.819128,USA
United States,2021,12511.10323,USA
United States,2022,14567.70519,USA
Uruguay,2010,0,URY
Uruguay,2012,0.004818627,URY
Uruguay,2014,0.224654609,URY
Uzbekistan,2008,0.393914628,UZB
Uzbekistan,2009,0.125916233,UZB
Uzbekistan,2010,0.167206456,UZB
Uzbekistan,2011,0.130858821,UZB
Uzbekistan,2021,0.1,UZB
"Venezuela, Bolivarian Republic of",2001,1.50531985,VEN
"Venezuela, Bolivarian Republic of",2004,0,VEN
"Venezuela, Bolivarian Republic of",2005,2.768923039,VEN
"Venezuela, Bolivarian Republic of",2006,1.062317165,VEN
"Venezuela, Bolivarian Republic of",2007,0,VEN
"Venezuela, Bolivarian Republic of",2008,0.530863965,VEN
"Venezuela, Bolivarian Republic of",2009,0.168850913,VEN
"Venezuela, Bolivarian Republic of",2010,0.000715582,VEN
"Venezuela, Bolivarian Republic of",2011,0.187088887,VEN
"Venezuela, Bolivarian Republic of",2014,5.163646447,VEN
"Venezuela, Bolivarian Republic of",2015,0,VEN
"Venezuela, Bolivarian Republic of",2017,0,VEN
Viet Nam,2001,0,VNM
Viet Nam,2008,0.420456548,VNM
Viet Nam,2009,0.299950232,VNM
Viet Nam,2010,0.383449165,VNM
Viet Nam,2011,0.28080891,VNM
Viet Nam,2014,0.032721768,VNM
Viet Nam,2016,0.011197103,VNM
Viet Nam,2017,0.010896997,VNM
Viet Nam,2019,0.063462668,VNM
Viet Nam,2020,0.052050435,VNM
Viet Nam,2021,0.020410087,VNM
Viet Nam,2022,0.284075509,VNM
"Virgin Islands, British",2010,0.085048704,VGB
"Virgin Islands, British",2016,0,VGB
Yemen,2003,0,YEM
Yemen,2010,0,YEM
Zambia,2000,0.038943894,ZMB
Zambia,2012,0.051274956,ZMB
Zimbabwe,2004,0.011102224,ZWE
Zimbabwe,2006,7.006908905,ZWE
occupied Palestinian territory,2008,0.042773621,PSE
occupied Palestinian territory,2021,0.124916,PSE
