id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
4400,21739,2001,,financial,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Medication against scabies in IDP camps,,,2001-07-10T00:00:00Z,Standard,Humanitarian aid,TRUE,50000,DEM,Traditional aid,,commitment,2001-07-10T00:00:00Z,1,incoming,single,GF 07 (ASHH) 321.50 AGO 8/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,7,Angola,single,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,United Nations Children's Fund,NA,2001-07-10T00:00:00.000Z
4401,2568054,2001,,in kind,2001-07-10T00:00:00Z,2001-07-05T00:00:00Z,2001-07-05T00:00:00Z,"In kind - 10,728 MTs wheat [EMOP 5959.02]",,,2001-07-10T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,5e+06,AUD,Traditional aid,,paid,2001-07-10T00:00:00Z,1,incoming,single,240/5/4/2,14,Australia,single,,,,4391,"Australia, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,118,"Korea, Democratic People's Republic of",single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,36,DPR of Korea 2001,single,,,,NA,4,Emergency Assistance for Vulnerable Groups. Emergency Operation (EMOP) DPR KOREA No. 5959.02,single,,,,DPRK-01-1/N01,NA,,,,,,,,Primary,United Nations Children's Fund,NA,2001-07-10T00:00:00.000Z
4402,82840,2001,,financial,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Education,,,2001-07-10T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-08-14T00:00:00Z,1,incoming,single,,160,New Zealand,single,,,,5369,"New Zealand, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,118,"Korea, Democratic People's Republic of",single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,36,DPR of Korea 2001,single,,,,NA,38,Education,single,,,,DPRK-01-1/N29,NA,,,,,,,,Primary,"Germany, Government of",NA,2001-07-09T00:00:00.000Z
4403,1892,2001,,financial,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,"Nutrition rehabilitation, prevention of malnutrition and control of micronutrient deficiencies",,,2001-07-10T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-10T00:00:00Z,1,incoming,single,,,,,,,,3778,UNICEF National Committee/Germany,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,118,"Korea, Democratic People's Republic of",single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,36,DPR of Korea 2001,single,,,,NA,28,"Nutrition Rehabilitation, Prevention of Malnutrition and Control of Micronutrient Deficiencies",single,,,,DPRK-01-1/N19,NA,,,,,,,,Primary,"Canada, Government of",NA,2001-07-09T00:00:00.000Z
4404,39130,2001,,financial,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,To meet basic food needs of most vulnerable groups,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,90000,DEM,Traditional aid,,commitment,2001-07-10T00:00:00Z,1,incoming,single,GF 07 (ASHH) 321.50 COD 5/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,52,"Congo, The Democratic Republic of the",single,,,,,,,,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Canada, Government of",NA,2001-07-09T00:00:00.000Z
4405,371331,2001,,financial,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Multi-sectoral assistance,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,564423,CAD,Traditional aid,,commitment,2001-07-10T00:00:00Z,1,incoming,single,M-010894,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,52,"Congo, The Democratic Republic of the",single,,,,3798,Alternative,single,Other,,,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Canada, Government of",NA,2001-07-09T00:00:00.000Z
4406,76645,2001,,financial,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Lokutu area basic health care support,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,116501,CAD,Traditional aid,,commitment,2001-07-10T00:00:00Z,1,incoming,single,M-010896,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,52,"Congo, The Democratic Republic of the",single,,,,8464,Médecins Sans Frontières - Canada,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2001-07-09T00:00:00.000Z
4407,353664,2001,,financial,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Support to health structures in Equateur province,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,537569,CAD,Traditional aid,,commitment,2001-07-10T00:00:00Z,1,incoming,single,M-010895,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,52,"Congo, The Democratic Republic of the",single,,,,8464,Médecins Sans Frontières - Canada,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Denmark, Government of",NA,2001-07-10T00:00:00.000Z
4408,47945,2001,,financial,2001-07-10T00:00:00Z,2001-07-02T00:00:00Z,2001-07-02T00:00:00Z,Landmine monitor report 2001,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,420000,DKK,Traditional aid,,commitment,2004-12-29T00:00:00Z,1,incoming,single,46.H.9-3-102,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,15,Protection - Mine Action,single,,,,,,,,,,4049,Human Rights Watch,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"United Kingdom, Government of",NA,2001-07-10T00:00:00.000Z
4409,923261,2001,,financial,2001-07-10T00:00:00Z,2001-05-23T00:00:00Z,2001-05-23T00:00:00Z,Relief work and study of income generating activities,,,2001-07-10T00:00:00Z,Standard,Humanitarian aid,TRUE,7700000,DKK,Traditional aid,,commitment,2001-07-10T00:00:00Z,1,incoming,single,46.H.7-3-111,61,Denmark,single,,,,3776,"Denmark, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,2,Early Recovery,single,,,,7,Angola,single,,,,5298,Danish Refugee Council,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4410,1408451,2001,,financial,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"To alleviate suffering of victims of conflict, including 23,000 IDPs within Macedonia",,,2001-07-10T00:00:00Z,Standard,Humanitarian aid,TRUE,1e+06,GBP,Traditional aid,,commitment,2001-07-10T00:00:00Z,1,incoming,single,R1424,236,United Kingdom,single,,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26479,Multi-sector,single,,,,,,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4411,1000000,2001,,in kind,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 2,599 MTs wheatflour [EMOP 6288.00]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-11-13T00:00:00Z,1,incoming,single,,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,220,Tajikistan,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,45,Tajikistan 2001,single,,,,NA,337,Emergency food assistance to victims of crop failure and drought (included in the Donor Drought Alert),single,,,,TJK-01-1/N01,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4412,237140,2001,,in kind,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - 325 MTs maize [PRRO 6073.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-09T00:00:00Z,1,incoming,single,,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,206,Somalia,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,53,Somalia 2001,single,,,,NA,553,Food Aid for Relief and Recovery in Somalia,single,,,,SOM-01-1/N10,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4413,489070,2001,,in kind,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - 670 MTs maize [PRRO 6073.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-10-09T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,206,Somalia,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,53,Somalia 2001,single,,,,NA,553,Food Aid for Relief and Recovery in Somalia,single,,,,SOM-01-1/N10,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4414,303030,2001,,in kind,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - food aid [EMOP 6287.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2002-05-16T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,51,Congo,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,42,Republic of Congo 2001,single,,,,NA,229,Food assistance for DRC refugees in the Republic of the Congo,single,,,,ROC-01-1/N12,NA,,,,,,,,Primary,United Nations Children's Fund,NA,2001-07-10T00:00:00.000Z
4415,1713796,2001,,in kind,2001-07-10T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"In kind - 5,714 MTs wheatflour [EMOP 6197.2]",,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-09-18T00:00:00Z,1,incoming,single,,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,184,Russian Federation,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,37,Northern Caucasus (Russian Federation) 2001,single,,,,NA,41,Emergency food assistance in the Northern Caucasus,single,,,,RUS-01-1/N02,NA,12,Caucasus (Northern) 1999 - 2002,single,,,,NA,Primary,United Nations Children's Fund,NA,2001-07-10T00:00:00.000Z
4416,334460,2001,,financial,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Emergency curative and preventive health care,,,2001-07-10T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,184,Russian Federation,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,37,Northern Caucasus (Russian Federation) 2001,single,,,,NA,86,Emergency curative and preventive health care,single,,,,RUS-01-1/N13B,NA,12,Caucasus (Northern) 1999 - 2002,single,,,,NA,Primary,"Germany, Government of",Other,2001-07-11T00:00:00.000Z
4417,429990,2001,,financial,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,2001-07-10T00:00:00Z,Basic education,,,2001-07-10T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,3778,UNICEF National Committee/Germany,single,Private Organizations,Local/National Private Organizations,Local and National Non-State Actors,22,2001,single,,,,,,,,,,,,,,,,3,Education,single,,,,184,Russian Federation,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,37,Northern Caucasus (Russian Federation) 2001,single,,,,NA,104,Basic education,single,,,,RUS-01-1/N16A,NA,12,Caucasus (Northern) 1999 - 2002,single,,,,NA,Primary,"Germany, Government of",NA,2001-07-11T00:00:00.000Z
4418,23913,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,"To meet basic needs of 4,000 newly arrived IDPs",,,2001-07-11T00:00:00Z,Standard,Humanitarian aid,TRUE,55000,DEM,Traditional aid,,commitment,2001-07-11T00:00:00Z,1,incoming,single,GF 07 (ASHH) 321.50 AGO 9/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,7,Angola,single,,,,4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,United Nations Children's Fund,NA,2001-07-11T00:00:00.000Z
4419,21173,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Improvement of drinking water supply,,,2001-07-11T00:00:00Z,Standard,Humanitarian aid,TRUE,24899,EUR,Traditional aid,,commitment,2001-07-11T00:00:00Z,1,incoming,single,GF 321.50 MKD 04/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,11,Water Sanitation Hygiene,single,,,,,,,,,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,United Nations Children's Fund,NA,2001-07-11T00:00:00.000Z
4420,216378,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Emergency water supply and environmental sanitation,,,2001-07-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,11,Water Sanitation Hygiene,single,,,,184,Russian Federation,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,37,Northern Caucasus (Russian Federation) 2001,single,,,,NA,102,Emergency water supply and environmetal sanitation,single,,,,RUS-01-1/N15B,NA,12,Caucasus (Northern) 1999 - 2002,single,,,,NA,Primary; Primary,"World Food Programme; Norway, Government of",NA; NA,2001-07-09T00:00:00.000Z; 2001-07-09T00:00:00.000Z
4421,87445,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Mine action for populations in need,,,2001-07-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,,,,,,,2966,European Commission,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,22,2001,single,,,,,,,,,,,,,,,,15,Protection - Mine Action,single,,,,184,Russian Federation,single,,,,2915,United Nations Children's Fund,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,37,Northern Caucasus (Russian Federation) 2001,single,,,,NA,106,Mine action for populations in need,single,,,,RUS-01-1/N17A,NA,12,Caucasus (Northern) 1999 - 2002,single,,,,NA,Primary; Primary,"World Food Programme; Germany, Government of",NA; NA,2001-07-09T00:00:00.000Z; 2001-07-09T00:00:00.000Z
4422,108342,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Transport of non-food items,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,167,Norway,single,,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,7,Angola,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,34,Angola 2001,single,,,,NA,335,Transport of non-food items,single,,,,ANG-01-1/N70,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4423,131437,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Passenger air service,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,3e+05,DEM,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,GF 07 321.50 AGO 4/01,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,7,Angola,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,34,Angola 2001,single,,,,NA,334,Passenger air service,single,,,,ANG-01-1/N69,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4424,878330,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Passenger air service,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,110,Italy,single,,,,3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,7,Angola,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,34,Angola 2001,single,,,,NA,334,Passenger air service,single,,,,ANG-01-1/N69,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4425,193233,2001,,financial,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Transport of non-food items,,,2001-07-09T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,110,Italy,single,,,,3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26480,Coordination and support services,single,,,,7,Angola,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,34,Angola 2001,single,,,,NA,335,Transport of non-food items,single,,,,ANG-01-1/N70,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4426,2002591,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Food aid [PRRO 10054.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-08-14T00:00:00Z,1,incoming,single,,110,Italy,single,,,,3774,"Italy, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,7,Angola,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,34,Angola 2001,single,,,,NA,1,Food Assistance to War-Affected People (PRRO 10054.0),single,,,,ANG-01-1/N01,NA,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
4427,47304,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,Food aid [PRRO 10054.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,216,Sweden,single,,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,7,Angola,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,34,Angola 2001,single,,,,NA,1,Food Assistance to War-Affected People (PRRO 10054.0),single,,,,ANG-01-1/N01,NA,,,,,,,,Primary,"Germany, Government of",NA,2001-07-11T00:00:00.000Z
4428,811690,2001,,in kind,2001-07-11T00:00:00Z,2001-07-09T00:00:00Z,2001-07-09T00:00:00Z,In kind - 546 MTs oil [EMOP 10048.0],,,2001-07-09T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2001-07-11T00:00:00Z,1,incoming,single,,40,Canada,single,,,,2928,"Canada, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,6,Food Security,single,,,,212,Sudan,single,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,22,2001,single,,,,NA,NA,NA,46,Sudan 2001,single,,,,NA,363,Emergency food assistance to Sudanese populations affected by war and natural disasters (EMOP 6215.01),single,,,,SUD-01-1/N01,NA,,,,,,,,Primary,"Netherlands, Government of",NA,2001-07-11T00:00:00.000Z
4429,438596,2001,,financial,2001-07-11T00:00:00Z,2001-06-01T00:00:00Z,2001-06-01T00:00:00Z,Promotion of sustainability in agriculture by provision of seeds,,,2001-07-11T00:00:00Z,Standard,Humanitarian aid|Agriculture,TRUE,1e+06,DEM,Traditional aid,,commitment,2017-11-21T00:37:59.635Z,1,incoming,single,P-Nr. 2001.3810.7,83,Germany,single,,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,26512,Agriculture,single,,,,200,Sierra Leone,single,,,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,"Germany, Government of",NA,2001-07-11T00:00:00.000Z
4430,799986,2001,,financial,2001-07-11T00:00:00Z,2001-06-27T00:00:00Z,2001-06-27T00:00:00Z,Rehabilitation programme; integrated health project; construction of health centres and unit with community participation,,,2001-07-11T00:00:00Z,Standard,Humanitarian aid,TRUE,2055965,NLG,Traditional aid,,commitment,2001-07-11T00:00:00Z,1,incoming,single,SD023003,157,Netherlands,single,,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,22,2001,single,,,,,,,,,,,,,,,,7,Health,single,,,,212,Sudan,single,,,,5375,ZOA,single,NGOs,International NGOs,International Actors,22,2001,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,World Food Programme,NA,2001-07-09T00:00:00.000Z
