id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code
234923,0,,234925|234926|234924,financial,2021-07-08T01:35:27.854Z,2020-07-01T00:00:00Z,2020-07-01T00:00:00Z,Early recovery grants and Home gardening and conditional cash grant for food.,earmarked,0.8024,2021-06-16T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,paid,2021-07-09T01:59:04.685Z,1,incoming,shared,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,163,Nigeria,single,,,2178,Norwegian Refugee Council,single,NGO,International,41; 42; 43,2020; 2021; 2022,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,2,Early Recovery,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234926,227867,,,financial,2021-07-08T01:48:59.099Z,2020-07-01T00:00:00Z,2020-07-01T00:00:00Z,Early recovery grants and Home gardening and conditional cash grant for food.,earmarked,0.815,2021-06-16T00:00:00Z,Standard,Multiyear,TRUE,185701,EUR,Traditional aid,234923,paid,2021-07-09T01:56:28.440Z,1,incoming,single,,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,41,2020,single,,,,,,,,,,,,,163,Nigeria,single,,,2178,Norwegian Refugee Council,single,NGO,International,43,2022,single,,,2,Early Recovery,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234931,1141553,,,financial,2022-02-10T02:29:52.987Z,2022-01-26T00:00:00Z,2022-01-26T00:00:00Z,"Niger, Regionally-hosted Pooled Fund [OCT 9690]",softly earmarked,0.838,2021-07-08T00:00:00Z,Standard,,TRUE,1000000,EUR,Traditional aid,,commitment,2022-02-10T09:59:18.230Z,5,incoming,single,OCT 9690,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,162,Niger,single,,,11991,"Regionally-hosted Pooled Fund, Central and West Africa",single,Pooled fund,Regional,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234979,0,,234981|234980,financial,2021-07-09T01:28:27.990Z,2021-04-24T00:00:00Z,2021-04-24T00:00:00Z,Case Management Advisor and Capacity Building Support,earmarked,,2021-06-24T00:00:00Z,Parked,Multiyear,FALSE,,,Traditional aid,,commitment,2021-07-12T03:02:24.968Z,1,incoming,shared,IRQ_PCA2020364 - PD2021704,,,,,,2915,United Nations Children's Fund,single,UN agency,,42,2021,single,,,,,,,,,,,,,106,Iraq,single,,,3001,International Rescue Committee,single,NGO,International,42; 43,2021; 2022,shared; shared,NULL; NULL,NULL; NULL,12,Protection - Child Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234981,80068,,,financial,2021-07-09T01:51:50.059Z,2021-04-24T00:00:00Z,2021-04-24T00:00:00Z,Case Management Advisor and Capacity Building Support,earmarked,,2021-07-11T00:00:00Z,Standard,Multiyear,FALSE,,,Traditional aid,234979,commitment,2021-07-12T03:00:36.448Z,1,incoming,single,IRQ_PCA2020364 - PD2021704,,,,,,2915,United Nations Children's Fund,single,UN agency,,42,2021,single,,,,,,,,,,,,,106,Iraq,single,,,3001,International Rescue Committee,single,NGO,International,43,2022,single,,,12,Protection - Child Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234990,1000000,,,financial,2021-07-13T02:25:19.583Z,2021-07-08T00:00:00Z,2021-07-08T00:00:00Z,Unearmarked Unallocated Funds from Republic of Korea [OCT 9722];[N/A],unearmarked,,2021-07-09T00:00:00Z,Standard,,TRUE,,,Traditional aid,,commitment,2021-07-13T09:11:00.217Z,2,incoming,single,[OCT 9722];[N/A],119,"Korea, Republic of",single,,,2929,"Korea, Republic of, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234991,215983,,,financial,2022-02-17T02:25:28.907Z,2022-02-15T00:00:00Z,2021-07-07T00:00:00Z,Peer 2 Peer Support  [OCT 9775];[7F-10418.02/ 81069999],earmarked,0.919,2021-07-09T00:00:00Z,Standard,,TRUE,200000,CHF,Traditional aid,,paid,2022-02-17T09:01:22.592Z,3,incoming,single,[OCT 9775];[7F-10418.02/ 81069999],217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235060,0,,235062|235061,financial,2021-07-09T14:54:36.795Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Food security, Emergency food assistance. 2021/2022, total amount CHF 200,000 (7F-10786.01)",,0.899,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,paid,2021-08-13T08:54:14.487Z,1,incoming,shared,7F-10786.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,121,Kyrgyzstan,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,43; 42,2022; 2021,shared; shared,NULL; NULL,NULL; NULL,6,Food Security,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235062,111235,,,financial,2021-07-09T14:56:47.670Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Food security, Emergency food assistance. 2021/2022. 2022 portion total amount CHF 100,000 (7F-10786.01)",,0.899,2021-07-07T00:00:00Z,Standard,Multiyear,TRUE,100000,CHF,Traditional aid,235060,commitment,2021-08-13T08:54:14.370Z,1,incoming,single,7F-10786.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,121,Kyrgyzstan,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,43,2022,single,,,6,Food Security,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235065,0,,235067|235066,financial,2021-07-09T15:08:18.180Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Protection, access and security. 2021/2022 total amount 1,000,000 (7F-08835.05)",earmarked,0.899,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,paid,2021-07-09T15:10:14.833Z,1,incoming,shared,7F-08835.05,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,251,Global,single,,,9114,The Cash Learning Partnership,single,NGO,International,43; 42,2022; 2021,shared; shared,NULL; NULL,NULL; NULL,10,Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235067,556174,,,financial,2021-07-09T15:10:14.535Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Protection, access and security. 2021/2022. 2022 portion total amount 500,000 (7F-08835.05)",earmarked,0.899,2021-07-07T00:00:00Z,Standard,Multiyear,TRUE,500000,CHF,Traditional aid,235065,commitment,2021-07-09T15:10:14.535Z,1,incoming,single,7F-08835.05,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,251,Global,single,,,9114,The Cash Learning Partnership,single,NGO,International,43,2022,single,,,10,Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235068,2,2021,238120|238119|238118|238117|238116|238115|235074|235073|235072|235071|235070|235069,financial,2021-07-10T02:25:27.398Z,2021-07-08T00:00:00Z,2021-07-08T00:00:00Z,"Health services and Protection for Refugees and Host Communities in Cox´s Bazar, Bangladesh and Internally displaced persons in Rakhine- Shan- and Kachin-State, Myanmar",earmarked,0.838,2021-07-08T00:00:00Z,Parked,Multiyear,TRUE,2,EUR,Traditional aid,,commitment,2021-08-23T09:11:59.206Z,1,incoming,shared,AA-S09 321.50 ASI 02/21,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,,,,,,3001,International Rescue Committee,single,NGO,International,42; 43; 44,2021; 2022; 2023,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235071,1256061,2022,,financial,2021-07-10T02:25:28.092Z,2021-07-08T00:00:00Z,2021-07-08T00:00:00Z,"Health services and Protection for Refugees and Host Communities in Cox´s Bazar, Bangladesh and Internally displaced persons in Rakhine- Shan- and Kachin-State, Myanmar",earmarked,0.838,2021-07-08T00:00:00Z,Standard,Multiyear,TRUE,1052579,EUR,Traditional aid,235068,commitment,2021-08-23T09:10:46.950Z,1,incoming,single,AA-S09 321.50 ASI 02/21,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,19,Bangladesh,single,,,3001,International Rescue Committee,single,NGO,International,43,2022,single,,,7; 10,Health; Protection,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235072,1256061,2022,,financial,2021-07-10T02:25:28.313Z,2021-07-08T00:00:00Z,2021-07-08T00:00:00Z,"Health services and Protection for Refugees and Host Communities in Cox´s Bazar, Bangladesh and Internally displaced persons in Rakhine- Shan- and Kachin-State, Myanmar",earmarked,0.838,2021-07-08T00:00:00Z,Standard,Multiyear,TRUE,1052579,EUR,Traditional aid,235068,commitment,2021-08-23T09:11:17.719Z,1,incoming,single,AA-S09 321.50 ASI 02/21,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,153,Myanmar,single,,,3001,International Rescue Committee,single,NGO,International,43,2022,single,,,7; 10,Health; Protection,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235088,0,2021,237935|237934|237933|237932|235094|235093|235092|235091|235090|235089,financial,2021-07-10T02:25:34.023Z,2021-07-09T00:00:00Z,2021-07-09T00:00:00Z,"Health services, food assistance and protection with focus on children and preganant and lactating women in the provinces of Balkh and Kandahar/Afghanistan as well as in the Rohinyga camps and host communities in Cox´s Bazar/Bangladesh",earmarked,0.838,2021-07-09T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-08-24T10:01:03.158Z,1,incoming,shared,AA-S09 321.50 ASI 01/21,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,19; 1,Bangladesh; Afghanistan,shared; shared,NULL; NULL,NULL; NULL,2849,Save the Children,single,NGO,International,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235091,1151802,2022,,financial,2021-08-21T02:25:22.297Z,2021-07-09T00:00:00Z,2021-07-09T00:00:00Z,"AFGHANISTAN - Health services, food assistance and protection with focus on children and preganant and lactating women in the provinces of Balkh and Kandahar/Afghanistan as well as in the Rohinyga camps and host communities in Cox´s Bazar/Bangladesh (2022 portion)",earmarked,0.838,2021-07-09T00:00:00Z,Standard,Multiyear,TRUE,965210,EUR,Traditional aid,235088,commitment,2021-08-24T08:32:04.099Z,2,incoming,single,AA-S09 321.50 ASI 01/21,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,1,Afghanistan,single,,,2849,Save the Children,single,NGO,International,43,2022,single,,,9; 7; 12,Nutrition; Health; Protection - Child Protection,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235092,1151802,2022,,financial,2021-07-10T02:25:34.824Z,2021-07-09T00:00:00Z,2021-07-09T00:00:00Z,"Health services, food assistance and protection with focus on children and preganant and lactating women in the provinces of Balkh and Kandahar/Afghanistan as well as in the Rohinyga camps and host communities in Cox´s Bazar/Bangladesh",earmarked,0.838,2021-07-09T00:00:00Z,Standard,Multiyear,TRUE,965210,EUR,Traditional aid,235088,commitment,2021-08-20T09:07:25.594Z,1,incoming,single,AA-S09 321.50 ASI 01/21,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43,2022,single,,,,,,,,,,,,,19,Bangladesh,single,,,2849,Save the Children,single,NGO,International,43,2022,single,,,12; 7; 9,Protection - Child Protection; Health; Nutrition,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235128,0,,235130|235129,financial,2021-07-10T10:52:24.131Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,Emergency support to host communities affected by the Volcanic Eruption in North Kivu,earmarked,,2021-06-25T00:00:00Z,Parked,Multiyear,FALSE,,,Traditional aid,,paid,2021-07-10T12:09:54.438Z,1,incoming,shared,,,,,,,589,Médecins du Monde Belgium,single,NGO,International,42,2021,single,,,,,,,,,,,,,52,"Congo, The Democratic Republic of the",single,,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,43; 42,2022; 2021,shared; shared,NULL; NULL,,26512,Agriculture,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235130,50000,,,financial,2021-07-10T12:09:54.261Z,2021-07-31T00:00:00Z,2021-07-31T00:00:00Z,Emergency support to host communities affected by the Volcanic Eruption in North Kivu,earmarked,,2021-06-25T00:00:00Z,Standard,Multiyear,FALSE,,,Traditional aid,235128,paid,2021-07-10T12:09:54.261Z,1,incoming,single,,,,,,,589,Médecins du Monde Belgium,single,NGO,Affiliated,42,2021,single,,,,,,,,,,,,,52,"Congo, The Democratic Republic of the",single,,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,43,2022,single,,,26512,Agriculture,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235226,0,,235228|235227,financial,2021-07-12T03:08:49.614Z,2021-06-03T00:00:00Z,2021-06-03T00:00:00Z,"Prevention, response and reintegration support for children affected by armed conflict in Dohuk governorate and Sinjar district in Iraq",earmarked,,2021-07-11T00:00:00Z,Parked,Multiyear,FALSE,,,Traditional aid,,commitment,2021-07-12T03:13:47.969Z,1,incoming,shared,RQ/PCA2020364/PD2021729,,,,,,2915,United Nations Children's Fund,single,UN agency,,42,2021,single,,,,,,,,,,,,,106,Iraq,single,,,3001,International Rescue Committee,single,NGO,International,43; 42,2022; 2021,shared; shared,NULL; NULL,NULL; NULL,12,Protection - Child Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235228,280000,,,financial,2021-07-12T03:13:47.750Z,2021-06-03T00:00:00Z,2021-06-03T00:00:00Z,"Prevention, response and reintegration support for children affected by armed conflict in Dohuk governorate and Sinjar district in Iraq",earmarked,,2021-07-11T00:00:00Z,Standard,Multiyear,FALSE,,,Traditional aid,235226,commitment,2021-07-12T03:13:47.750Z,1,incoming,single,RQ/PCA2020364/PD2021729,,,,,,2915,United Nations Children's Fund,single,UN agency,,42,2021,single,,,,,,,,,,,,,106,Iraq,single,,,3001,International Rescue Committee,single,NGO,International,43,2022,single,,,12,Protection - Child Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235237,0,,243056|243055|235241|235240|235239,financial,2021-07-12T08:07:43.493Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"CHA57/The protection of women and girls from gender-based violence (GBV) in Yemen. Multi year 2021/2022/2023 total amount CHF 2,500,000 (7F-09796.03)",earmarked,0.95,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,paid,2021-11-17T09:18:10.095Z,1,incoming,shared,7F-09796.03,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,248,Yemen,single,,,4293,United Nations Population Fund,single,UN agency,,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,,13,Protection - Gender-Based Violence,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235240,1052632,,,financial,2021-07-12T08:10:16.108Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"The protection of women and girls from gender-based violence (GBV) in Yemen. Multi year 2021/2022/2023. 2022 portion total amount CHF 1,000,000 (7F-09796.03)",earmarked,0.95,2021-07-07T00:00:00Z,Standard,Multiyear,TRUE,1000000,CHF,Traditional aid,235237,paid,2021-11-17T08:56:29.578Z,1,incoming,single,7F-09796.03,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,248,Yemen,single,,,4293,United Nations Population Fund,single,UN agency,,43,2022,single,,,13,Protection - Gender-Based Violence,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235243,0,,235246|235245|235244,financial,2021-07-12T08:53:00.392Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Sustainable Wash Response for disease outbreak and conflict affected people in Yemen. Multi year 2021/2022/2023 total amount CHF 2,500,000 (7F-10070.02	)",earmarked,0.899,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2021-08-12T11:34:29.766Z,1,incoming,shared,7F-10070.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,248,Yemen,single,,,2178,Norwegian Refugee Council,single,NGO,International,42; 43; 44,2021; 2022; 2023,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235245,501947,,,financial,2021-07-12T08:56:37.353Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,Sustainable Wash Response for disease outbreak and conflict affected people in Yemen. Multi year 2021/2022/2023. 2022 portion total amount CHF  451'250  (7F-10070.02	),earmarked,0.899,2021-07-07T00:00:00Z,Standard,Multiyear,TRUE,451250,CHF,Traditional aid,235243,commitment,2021-07-12T08:56:37.353Z,1,incoming,single,7F-10070.02,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,248,Yemen,single,,,2178,Norwegian Refugee Council,single,NGO,International,43,2022,single,,,11,Water Sanitation Hygiene,single,,,911,Coronavirus disease Outbreak - COVID -19,single,,,,,,,,,,,,,,,,,,,,,,,,,
235247,0,,235251|235250|235249|235248,financial,2021-07-12T09:05:20.482Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Protection, access and security. Multi year 2021/2022/2023/2024 total amount CHF 882,000      (7F-10794.01)",earmarked,0.899,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2021-07-12T09:13:04.866Z,1,incoming,shared,7F-10794.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,39,Cameroon,single,,,6865,International NGO Safety Organisation,single,NGO,International,45; 44; 43; 42,2024; 2023; 2022; 2021,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,10,Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235249,323415,,,financial,2021-07-12T09:10:36.644Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Protection, access and security. Multi year 2021/2022/2023/2024. 2022 portion total amount
CHF  290'750  (7F-10794.01)",earmarked,0.899,2021-07-07T00:00:00Z,Standard,Multiyear,TRUE,290750,CHF,Traditional aid,235247,commitment,2021-07-12T09:10:36.644Z,1,incoming,single,7F-10794.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,39,Cameroon,single,,,6865,International NGO Safety Organisation,single,NGO,International,43,2022,single,,,10,Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235252,0,,235256|235255|235253,financial,2021-07-12T09:17:26.563Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"PASEN II - Projet d'Amelioration de la Securite Nutritionnelle. Multi year 2021/2022/2023, total amount CHF 700,000     (7F-09118.05)",earmarked,0.899,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2021-07-12T09:28:44.630Z,1,incoming,shared,7F-09118.05,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,137,Mali,single,,,4536,Action Contre la Faim,single,NGO,International,44; 43; 42,2023; 2022; 2021,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,6,Food Security,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235254,0,,235261|235260,financial,2021-07-12T09:25:33.815Z,2021-02-01T00:00:00Z,2021-02-01T00:00:00Z,GLOBAL EMERGENCY NUTRITION RESPONSE,earmarked,1.2847,2021-03-17T00:00:00Z,Parked,Multiyear,FALSE,0,CAD,Traditional aid,,commitment,2021-07-23T08:53:10.697Z,1,incoming,shared,,211,South Sudan,single,,,4536,Action Contre la Faim,single,NGO,International,42,2021,single,,,26479,Multi-sector,single,,,1013,South Sudan Humanitarian Response Plan 2021,single,,,211,South Sudan,single,,,9337,Healthcare Foundation Organization,single,NGO,Local,43; 42,2022; 2021,shared; shared,NULL; NULL,NULL; NULL,7,Health,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235255,222469,,,financial,2021-07-12T09:26:58.431Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"PASEN II - Projet d'Amelioration de la Securite Nutritionnelle. Multi year 2021/2022/2023. 2022 portion total amount CHF 200,000     (7F-09118.05)",earmarked,0.899,2021-07-07T00:00:00Z,Standard,Multiyear,TRUE,200000,CHF,Traditional aid,235252,commitment,2021-07-12T09:26:58.431Z,1,incoming,single,7F-09118.05,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,137,Mali,single,,,4536,Action Contre la Faim,single,NGO,International,43,2022,single,,,9; 6,Nutrition; Food Security,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235257,0,,235259|235258,financial,2021-07-12T09:33:42.789Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Secondment . Multi year 2021/2022, total amount CHF 241,800   (Z7H21400071 )",earmarked,0.899,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2021-07-12T09:36:46.483Z,1,incoming,shared,Z7H21400071,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,71,Ethiopia,single,,,2986,International Organization for Migration,single,UN agency,,42; 43,2021; 2022,shared; shared,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235259,124138,,,financial,2021-07-12T09:36:46.306Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Secondment . Multi year 2021/2022. 2022 portion total amount CHF 111,600   (Z7H21400071 )",earmarked,0.899,2021-07-07T00:00:00Z,Standard,Multiyear,TRUE,111600,CHF,Traditional aid,235257,commitment,2021-07-12T09:36:46.306Z,1,incoming,single,Z7H21400071,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,71,Ethiopia,single,,,2986,International Organization for Migration,single,UN agency,,43,2022,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235261,171254,,,financial,2021-07-12T09:46:53.370Z,2021-02-01T00:00:00Z,2021-02-01T00:00:00Z,GLOBAL EMERGENCY NUTRITION RESPONSE,earmarked,1.2847,2021-03-17T00:00:00Z,Pass through,Multiyear,FALSE,220010,CAD,Traditional aid,235254,commitment,2021-07-23T08:52:39.714Z,1,incoming,single,,211,South Sudan,single,,,4536,Action Contre la Faim,single,NGO,International,42,2021,single,,,26479,Multi-sector,single,,,1013,South Sudan Humanitarian Response Plan 2021,single,,,211,South Sudan,single,,,9337,Healthcare Foundation Organization,single,NGO,Local,43,2022,single,,,7,Health,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235263,0,,235267|235266|235265|235264,financial,2021-07-12T10:10:45.253Z,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,"Cholera response IFRC Country Support Platform . Multi year 2021/2022/2023/2024, total amount CHF 1,500,000   (7F-10727.01.01)",earmarked,0.899,2021-07-07T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2021-07-12T10:14:15.204Z,1,incoming,shared,7F-10727.01.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,42,2021,single,,,,,,,,,,,,,251,Global,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,International Society,45; 44; 43; 42,2024; 2023; 2022; 2021,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,11,Water Sanitation Hygiene,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
