id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Emergency.code,reportDetails_sourceType,reportDetails_organization,reportDetails_reportChannel,reportDetails_date
24174,452871,2000,,financial,2004-11-17T00:00:00Z,2000-04-14T00:00:00Z,2000-04-14T00:00:00Z,Cash for assistance and protection activitiesfor refugees and displaced people,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,10,Protection,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24175,824474,2000,,financial,2004-11-17T00:00:00Z,2000-10-10T00:00:00Z,2000-10-10T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,3050,Johanniter Germany,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24176,93629,2000,,financial,2004-11-17T00:00:00Z,2000-11-27T00:00:00Z,2000-11-27T00:00:00Z,Cash for procurement of medicine for children,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,7,Health,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2971,Kinderberg International e.V.,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24177,143054,2000,,financial,2004-11-17T00:00:00Z,2000-12-06T00:00:00Z,2000-12-06T00:00:00Z,NFIs,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,173,Malteser International Order of Malta World Relief,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24178,23299,2000,,financial,2004-11-17T00:00:00Z,2000-11-15T00:00:00Z,2000-11-15T00:00:00Z,"Cash for procurement of medicine for medical treatment of traumatized women, medical treatment of children",,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,7,Health,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2847,Medica Mondiale,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24179,49294,2000,,financial,2004-11-17T00:00:00Z,2000-12-05T00:00:00Z,2000-12-05T00:00:00Z,Cash for procurement of heating material,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,8582,Oxfam GB,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"World Food Programme; United Kingdom, Government of",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2418,500000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash for transport and distribution of food and non-food items (Special Operations 6238),,,2001-04-23T00:00:00Z,Standard,Food,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,236,United Kingdom,single,,,,,,,,,,6,Food Security,single,,,,,133,Madagascar,single,,,,,3049,World Food Programme,single,Multilateral Organizations,UN Agencies,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,30,MADAGASCAR - Cyclone - February 2000,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24180,2490820,2000,,financial,2004-11-17T00:00:00Z,2000-11-03T00:00:00Z,2000-11-03T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2992,German Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24181,42071,2000,,financial,2004-11-17T00:00:00Z,2000-03-08T00:00:00Z,2000-03-08T00:00:00Z,Cash for installation of a mobile saw to cut wood for emergency repair of destroyed houses,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,2,Early Recovery,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4118,VEH,single,Other,,,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24183,74161,2000,,financial,2004-11-17T00:00:00Z,2000-11-08T00:00:00Z,2000-11-08T00:00:00Z,NFIs,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4119,VEH/HAD,single,Other,,,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Germany, Government of",NA,2004-11-17T00:00:00.000Z
24184,256410,2000,,financial,2004-11-17T00:00:00Z,2000-01-19T00:00:00Z,2000-01-19T00:00:00Z,"Cash for distribtuion of milk, baby nutrition and protein cookies",,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2017-11-21T00:38:18.732Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,9,Nutrition,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,1850,World Vision International,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Ireland, Government of",NA,2004-11-17T00:00:00.000Z
24185,231250,2000,,financial,2004-11-17T00:00:00Z,2000-02-29T00:00:00Z,2000-02-29T00:00:00Z,Cash for shelter rehabilitation,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3009,"Ireland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,107,Ireland,single,,,,,,,,,,2,Early Recovery,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,3431,GOAL,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Ireland, Government of",NA,2004-11-17T00:00:00.000Z
24186,203185,2000,,financial,2004-11-17T00:00:00Z,2000-12-05T00:00:00Z,2000-12-05T00:00:00Z,Cash for humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3009,"Ireland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,107,Ireland,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24189,2000917,2000,,financial,2004-11-17T00:00:00Z,2000-11-29T00:00:00Z,2000-11-29T00:00:00Z,NFIs,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4332,Cordaid International,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"Germany, Government of; Deutsche Welthungerhilfe e.V. (German Agro Action)",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2419,52942,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Cash for 20 mt protien bisquits including transportation - DEM 108,000",,,2001-04-23T00:00:00Z,Standard,Agriculture,TRUE,,Traditional aid,,paid,2017-11-21T00:37:59.635Z,1,incoming,single,,,4306,"Germany, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,83,Germany,single,,,,,,,,,,26512,Agriculture,single,,,,,133,Madagascar,single,,,,,4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,30,MADAGASCAR - Cyclone - February 2000,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24190,651208,2000,,financial,2004-11-17T00:00:00Z,2000-05-20T00:00:00Z,2000-05-20T00:00:00Z,Cash to develop 6 family medical centres as models for further development of primary health care; to integrate mental health,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,7,Health,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,5351,HealthNet TPO,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24191,3624617,2000,,financial,2004-11-17T00:00:00Z,2000-11-03T00:00:00Z,2000-11-03T00:00:00Z,ICRC field budget and mine action,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24192,269600,2000,,financial,2004-11-17T00:00:00Z,2000-06-27T00:00:00Z,2000-06-27T00:00:00Z,"Cash to facilitate successful rehabilitation, multi-way return and (re)integration process",,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2671,International Alliances,single,Other,,,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24193,184083,2000,,financial,2004-11-17T00:00:00Z,2000-07-21T00:00:00Z,2000-07-21T00:00:00Z,Cash for expertise building in and direct psychological aid to victims of war and violence,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,7,Health,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4011,Intercare,single,Other,,,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24194,951460,2000,,financial,2004-11-17T00:00:00Z,2000-08-03T00:00:00Z,2000-08-03T00:00:00Z,Cash to improve the health care services in Kosovo by creating efficient laboratory services,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,7,Health,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,1950,Pharmaciens Sans Frontières Comité International,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24195,326864,2000,,financial,2004-11-17T00:00:00Z,2000-07-20T00:00:00Z,2000-07-20T00:00:00Z,Cash for housing and income generation,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2988,Stichting Vluchteling,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Netherlands, Government of",NA,2004-11-17T00:00:00.000Z
24196,47670,2000,,financial,2004-11-17T00:00:00Z,2000-11-15T00:00:00Z,2000-11-15T00:00:00Z,"Protect and promote the universal human rights and complete participation in political, social and economic life, to prevent the complete desintegration of large groups of traumatised parents and childrren",,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,3008,"Netherlands, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,157,Netherlands,single,,,,,,,,,,10,Protection,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2228,Udruženje Mala Sirena,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Norway, Government of",NA,2004-11-17T00:00:00.000Z
24197,1085927,2000,,financial,2004-11-17T00:00:00Z,2000-10-10T00:00:00Z,2000-10-10T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,2930,"Norway, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,167,Norway,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Sweden, Government of",NA,2004-11-17T00:00:00.000Z
24198,405562,2000,,financial,2004-11-17T00:00:00Z,2000-04-19T00:00:00Z,2000-04-19T00:00:00Z,"Cash for protection, assistance, preventive action and cooperation with national societies",,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,216,Sweden,single,,,,,,,,,,10,Protection,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Sweden, Government of",NA,2004-11-17T00:00:00.000Z
24199,3005955,2000,,financial,2004-11-17T00:00:00Z,2000-08-17T00:00:00Z,2000-08-17T00:00:00Z,NFIs,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,216,Sweden,single,,,,,,,,,,4,Emergency Shelter and NFI,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary; Primary,"United States of America, Government of; NA",Other; Other,2001-04-23T00:00:00.000Z; 2001-04-23T00:00:00.000Z
2420,25000,,,financial,2001-04-23T00:00:00Z,2000-01-01T00:00:00Z,2000-01-01T00:00:00Z,Cash,,,2001-04-23T00:00:00Z,Standard,Food|Bilateral aid,TRUE,,Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,237,United States,single,,,,,,,,,,6,Food Security,single,,,,,183,Romania,single,,,,,89,"Romania, Government of",single,Governments,National Governments,National and Sub-National State Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,57,ROMANIA - Floods - April 2000,single,,,,,Primary,"Switzerland, Government of",NA,2004-11-17T00:00:00.000Z
24200,289017,2000,,financial,2004-11-17T00:00:00Z,2000-10-27T00:00:00Z,2000-10-27T00:00:00Z,Cash for humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,217,Switzerland,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2477,Swiss Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Sweden, Government of",NA,2004-11-17T00:00:00.000Z
24202,1170732,2000,,financial,2004-11-17T00:00:00Z,1999-10-05T00:00:00Z,1999-10-05T00:00:00Z,Basic food and hygienic items,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-17T00:00:00Z,1,incoming,single,,,2921,"Sweden, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,216,Sweden,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4387,PMU-Interlife,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Switzerland, Government of",NA,2004-11-17T00:00:00.000Z
24204,4927085,2000,,financial,2004-11-18T00:00:00Z,2000-12-22T00:00:00Z,2000-12-22T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-18T00:00:00Z,1,incoming,single,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,217,Switzerland,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Other,,,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"Switzerland, Government of",NA,2004-11-17T00:00:00.000Z
24205,649761,2000,,financial,2004-11-18T00:00:00Z,2000-06-16T00:00:00Z,2000-06-16T00:00:00Z,Humanitarian assistance  [through Swiss Disaster Relief Unit],,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,USD,Traditional aid,,commitment,2011-04-07T10:00:00Z,1,incoming,single,,,2924,"Switzerland, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,217,Switzerland,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,,,,,,,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"United Kingdom, Government of",NA,2004-11-17T00:00:00.000Z
24206,2902758,2000,,financial,2004-11-18T00:00:00Z,2000-11-10T00:00:00Z,2000-11-10T00:00:00Z,"Cash to provide protection, assistance, preventive action and cooperation with national societies",,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-18T00:00:00Z,1,incoming,single,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,236,United Kingdom,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,2967,International Committee of the Red Cross,single,Red Cross/Red Crescent Organizations,International Red Cross/Red Crescent Movement,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"United States of America, Government of",NA,2004-11-17T00:00:00.000Z
24207,1499942,2000,,financial,2004-11-18T00:00:00Z,2000-05-15T00:00:00Z,2000-05-15T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-18T00:00:00Z,1,incoming,single,,,2933,"United States of America, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,237,United States,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4304,International Catholic Migration Commission,single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"United Kingdom, Government of",NA,2004-11-17T00:00:00.000Z
24208,2177068,2000,,financial,2004-11-18T00:00:00Z,2000-11-16T00:00:00Z,2000-11-16T00:00:00Z,Humanitarian assistance,,,2004-11-17T00:00:00Z,Standard,Humanitarian aid,TRUE,,Traditional aid,,commitment,2004-11-18T00:00:00Z,1,incoming,single,,,2917,"United Kingdom, Government of",single,Governments,National Governments,National and Sub-National State Actors,21,2000,single,,,,236,United Kingdom,single,,,,,,,,,,26479,Multi-sector,single,,,,,25724802,Serbia and Montenegro (until 2006-2009),single,,,,,4319,International NGOs (Confidential),single,NGOs,International NGOs,International Actors,,,,,,,,,,,,,,,,21,2000,single,,,,,10,Southeastern Europe 2000 - 2002,single,,,,,Primary,"United Kingdom, Government of",NA,2004-11-17T00:00:00.000Z
