id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code,destinationObjects_Emergency.code,destinationObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes
17050,5144,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10048.1],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2951,Emergency food assistance to Sudanese populations affected by war and natural disasters  (Revision of requirements is based upon the information from WFP/Rome),single,,SUD-03/F01,NA,,,
17051,101329,,,in kind,2003-11-13T00:00:00Z,2003-11-05T00:00:00Z,2003-11-05T00:00:00Z,"1,000 tents - SAR 381,000",,,2003-11-13T00:00:00Z,Standard,Bilateral aid,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,196,Saudi Arabia,single,,,2998,"Saudi Arabia (Kingdom of), Government of",single,Government,National government,24,2003,single,,,,,,,,,,,4,Emergency Shelter and NFI,single,,2733,"Sri Lanka, Government of",single,Government,24,2003,single,,,210,Sri Lanka,single,,,National government,,201,SRI LANKA - Floods - May 2003,single,,,,,,,,,,,,,,,,,,,
17052,154000,,,financial,2003-11-13T00:00:00Z,2003-11-10T00:00:00Z,2003-11-10T00:00:00Z,"Construction of classrooms, teacher's houses and health, water and sanitation facilities - NOK 625,904; land purchases and administration costs - NOK 456,151",,,2003-11-13T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,3,Education,single,,2915,United Nations Children's Fund,single,UN agency,24,2003,single,,,134,Malawi,single,,,,,185,MALAWI - Floods - January 2003,single,,,,,,,,,,,,,,,,,,,
17053,1927809,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid [EMOP 10048.2],,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2951,Emergency food assistance to Sudanese populations affected by war and natural disasters  (Revision of requirements is based upon the information from WFP/Rome),single,,SUD-03/F01,NA,,,
17054,1015842,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,"In kind - 1,146 MTs wheat [EMOP 10048.2]",,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2951,Emergency food assistance to Sudanese populations affected by war and natural disasters  (Revision of requirements is based upon the information from WFP/Rome),single,,SUD-03/F01,NA,,,
17055,1011766,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,"In kind - 1,142 MTs wheat [EMOP 10048.2]",,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,216,Sweden,single,,,2921,"Sweden, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,212,Sudan,single,,,,,,,,,,NA,NA,NA,112,Sudan 2003,single,,NA,2951,Emergency food assistance to Sudanese populations affected by war and natural disasters  (Revision of requirements is based upon the information from WFP/Rome),single,,SUD-03/F01,NA,,,
17056,1700000,2004,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,49,Colombia,single,,,,,,,,,,NA,NA,NA,120,Colombia (HAP) 2003,single,,NA,3395,Prolonged operation aid and recovery ,single,,COL-03/F01,NA,,,
17057,3402,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,DSC,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,49,Colombia,single,,,,,,,,,,NA,NA,NA,120,Colombia (HAP) 2003,single,,NA,3395,Prolonged operation aid and recovery ,single,,COL-03/F01,NA,,,
17058,87139,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,49,Colombia,single,,,,,,,,,,NA,NA,NA,120,Colombia (HAP) 2003,single,,NA,3395,Prolonged operation aid and recovery ,single,,COL-03/F01,NA,,,
17059,84727,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,49,Colombia,single,,,,,,,,,,NA,NA,NA,120,Colombia (HAP) 2003,single,,NA,3395,Prolonged operation aid and recovery ,single,,COL-03/F01,NA,,,
17060,5714286,2003,,in kind,2003-11-13T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-13T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,171,occupied Palestinian territory,single,,,,,,,,,,NA,NA,NA,118,occupied Palestinian territory 2003,single,,NA,3210,Emergency food assistance to victims of the conflict (Revision of requirements is based upon the information from WFP/Rome),single,,oPt-03/F03,NA,,,
17061,114286,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,15,Austria,single,,,4546,"Austria, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,171,occupied Palestinian territory,single,,,,,,,,,,NA,NA,NA,118,occupied Palestinian territory 2003,single,,NA,3210,Emergency food assistance to victims of the conflict (Revision of requirements is based upon the information from WFP/Rome),single,,oPt-03/F03,NA,,,
17062,2202330,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,,,,,,,,NA,NA,NA,102,DPR of Korea 2003,single,,NA,2990,"Emergency assistance for vulnerable groups, Emergency Operation (EMOP) DPR Korea No. 10141.1 (Revision of requirements is based upon the information from WFP/Rome)",single,,DPRK-03/F01,NA,,,
17063,470391,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,57,Cuba,single,,,4840,"Cuba, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,,,,,,,,NA,NA,NA,102,DPR of Korea 2003,single,,NA,2990,"Emergency assistance for vulnerable groups, Emergency Operation (EMOP) DPR Korea No. 10141.1 (Revision of requirements is based upon the information from WFP/Rome)",single,,DPRK-03/F01,NA,,,
17064,13930,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,118,"Korea, Democratic People's Republic of",single,,,,,,,,,,NA,NA,NA,102,DPR of Korea 2003,single,,NA,2990,"Emergency assistance for vulnerable groups, Emergency Operation (EMOP) DPR Korea No. 10141.1 (Revision of requirements is based upon the information from WFP/Rome)",single,,DPRK-03/F01,NA,,,
17065,2285715,2003,,financial,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Logistics support,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3091,Logistics support (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/CSS11,NA,,,
17066,258637,2003,,financial,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Passenger air service,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,4543,Private (individuals & organizations),single,Private organization/foundation,International organization/foundation/individual,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3090,Passenger air service (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/CSS12,NA,,,
17067,148148,2003,,financial,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Passenger air service,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3090,Passenger air service (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/CSS12,NA,,,
17068,171429,2003,,financial,2003-11-14T00:00:00Z,2003-10-24T00:00:00Z,2003-10-24T00:00:00Z,Passenger air service,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-12-17T00:00:00Z,1,incoming,single,GF 07-321.50 AGO 04/03,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3090,Passenger air service (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/CSS12,NA,,,
17069,1491377,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3070,Food assistance to vulnerable populations (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/F01,NA,,,
17070,6857143,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3070,Food assistance to vulnerable populations (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/F01,NA,,,
17071,12888,2004,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3070,Food assistance to vulnerable populations (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/F01,NA,,,
17072,50000,,,financial,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,Emergency cash grant,,,2003-11-14T00:00:00Z,Standard,,FALSE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,internal,single,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,243,Viet Nam,single,,,,,216,VIET NAM - Floods - October 2003,single,,,,,,,,,,,,,,,,,,,
17073,285307,2003,,financial,2003-11-14T00:00:00Z,2003-10-20T00:00:00Z,2003-10-20T00:00:00Z,Logistics support,,,2003-12-09T00:00:00Z,Standard,Humanitarian aid,TRUE,,,Traditional aid,,paid,2003-12-11T00:00:00Z,1,incoming,single,,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26480,Coordination and support services,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3091,Logistics support (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/CSS11,NA,,,
17074,30000,,,financial,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,2003-11-14T00:00:00Z,Cash from pre-positioned funds,,,2003-11-14T00:00:00Z,Standard,,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,167,Norway,single,,,2930,"Norway, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,26479,Multi-sector,single,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,24,2003,single,,,243,Viet Nam,single,,,,,216,VIET NAM - Floods - October 2003,single,,,,,,,,,,,,,,,,,,,
17075,554,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,7,Angola,single,,,,,,,,,,NA,NA,NA,117,Angola 2003,single,,NA,3070,Food assistance to vulnerable populations (Revision of requirements is based upon the information from WFP/Rome),single,,ANG-03/F01,NA,,,
17076,125779,2004,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,NA,,NA,106,Great Lakes Region and Central Africa 2003,single,,NA,2603,Great Lakes regional protracted relief and recovery operation (PRRO 10062.1) (Revision of requirements is based upon the information from WFP/Rome),single,,GLR-03/F01,NA,NA,,
17077,3473,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,DSC,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,NA,,NA,106,Great Lakes Region and Central Africa 2003,single,,NA,2603,Great Lakes regional protracted relief and recovery operation (PRRO 10062.1) (Revision of requirements is based upon the information from WFP/Rome),single,,GLR-03/F01,NA,NA,,
17078,2857143,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-11T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,NA,,NA,106,Great Lakes Region and Central Africa 2003,single,,NA,2603,Great Lakes regional protracted relief and recovery operation (PRRO 10062.1) (Revision of requirements is based upon the information from WFP/Rome),single,,GLR-03/F01,NA,NA,,
17079,2059,2004,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,,,,,,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,NA,,NA,106,Great Lakes Region and Central Africa 2003,single,,NA,2603,Great Lakes regional protracted relief and recovery operation (PRRO 10062.1) (Revision of requirements is based upon the information from WFP/Rome),single,,GLR-03/F01,NA,NA,,
17080,370371,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,52,"Congo, The Democratic Republic of the",single,,,,,,,,,,NA,NA,NA,113,Democratic Republic of the Congo 2003,single,,NA,2874,Protracted relief and recovery operation for war-affected victims and vulnerable groups (Revision of requirements is based upon the information from WFP/Rome),single,,DRC-03/F01,NA,,,
17081,370371,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,233,Uganda,single,,,,,,,,,,NA,NA,NA,104,Uganda 2003,single,,NA,2578,"Targeted food assistance for relief and recovery of refugees, displaced persons and vulnerable groups in Uganda (PRRO 10121.0) (Revision of requirements is based upon the information from WFP/Rome)",single,,UGA-03/F01,NA,,,
17082,7000,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,4313,USA Friends of WFP,single,Private organization/foundation,Local/National organization/foundation/individual,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,233,Uganda,single,,,,,,,,,,NA,NA,NA,104,Uganda 2003,single,,NA,2578,"Targeted food assistance for relief and recovery of refugees, displaced persons and vulnerable groups in Uganda (PRRO 10121.0) (Revision of requirements is based upon the information from WFP/Rome)",single,,UGA-03/F01,NA,,,
17083,3109453,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,236,United Kingdom,single,,,2917,"United Kingdom, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,233,Uganda,single,,,,,,,,,,NA,NA,NA,104,Uganda 2003,single,,NA,2578,"Targeted food assistance for relief and recovery of refugees, displaced persons and vulnerable groups in Uganda (PRRO 10121.0) (Revision of requirements is based upon the information from WFP/Rome)",single,,UGA-03/F01,NA,,,
17084,6861700,2004,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,237,United States,single,,,2933,"United States of America, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,233,Uganda,single,,,,,,,,,,NA,NA,NA,104,Uganda 2003,single,,NA,2578,"Targeted food assistance for relief and recovery of refugees, displaced persons and vulnerable groups in Uganda (PRRO 10121.0) (Revision of requirements is based upon the information from WFP/Rome)",single,,UGA-03/F01,NA,,,
17085,13662,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-12-12T00:00:00Z,1,incoming,single,,,,,,,4823,WPD,single,Private organization/foundation,Uncategorized,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,69,Eritrea,single,,,,,,,,,,NA,NA,NA,110,Eritrea 2003,single,,NA,2720,Food assistance to war and drought-affected persons in Eritrea ,single,,ERI-03/F01; F02; F03,NA,,,
17086,4349715,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,,,,,,2966,European Commission,single,Inter-governmental,,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,69,Eritrea,single,,,,,,,,,,NA,NA,NA,110,Eritrea 2003,single,,NA,2720,Food assistance to war and drought-affected persons in Eritrea ,single,,ERI-03/F01; F02; F03,NA,,,
17087,1675665,2003,,in kind,2003-11-14T00:00:00Z,2003-11-11T00:00:00Z,2003-11-11T00:00:00Z,Food aid,,,2003-11-11T00:00:00Z,Standard,Humanitarian aid|Food,TRUE,,,Traditional aid,,paid,2003-11-14T00:00:00Z,1,incoming,single,,157,Netherlands,single,,,3008,"Netherlands, Government of",single,Government,National government,24,2003,single,,,,,,,,,,,6,Food Security,single,,3049,World Food Programme,single,UN agency,24,2003,single,,,69,Eritrea,single,,,,,,,,,,NA,NA,NA,110,Eritrea 2003,single,,NA,2720,Food assistance to war and drought-affected persons in Eritrea ,single,,ERI-03/F01; F02; F03,NA,,,
