id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Location.organizationLevels,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_Organization.organizationLevels,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_UsageYear.organizationLevels,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Emergency.organizationLevels,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.organizationSubTypes,sourceObjects_Cluster.organizationLevels,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_GlobalCluster.organizationLevels,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Plan.organizationLevels,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.organizationLevels,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_UsageYear.organizationLevels,destinationObjects_Location.organizationSubTypes,destinationObjects_Location.organizationLevels,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_GlobalCluster.organizationLevels,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Emergency.organizationLevels,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Cluster.organizationLevels,destinationObjects_Cluster.code,destinationObjects_Emergency.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.organizationLevels,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.organizationLevels,destinationObjects_Project.code,destinationObjects_UsageYear.code
264530,16995062,2023,,financial,2023-02-08T02:25:14.410Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AS/BUD/2023/91000)",,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,16519200,EUR,Traditional aid,,commitment,2023-02-27T08:47:09.014Z,2,incoming,shared,ECHO/-AS/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,Pakistan,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264531,1543210,2023,,financial,2022-11-30T02:26:07.318Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/COD/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,1500000,EUR,Traditional aid,,commitment,2023-01-13T06:35:24.675Z,1,incoming,shared,ECHO/COD/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Congo,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264532,56304493,2023,,financial,2022-11-30T02:26:07.504Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/COD/BUD/2023/91000)",,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,54727967,EUR,Traditional aid,,commitment,2022-12-16T11:46:51.418Z,1,incoming,shared,ECHO/COD/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264533,9259259,2023,,financial,2022-11-30T02:26:07.743Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,Action A: Man made crisis and natural disasters (ECHO/-NF/BUD/2023/91000),unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,9000000,EUR,Traditional aid,,commitment,2022-12-16T12:58:20.633Z,1,incoming,shared,ECHO/-NF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Algeria,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264534,5144033,2023,,financial,2022-11-30T02:26:07.921Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,Action A: Man made crisis and natural disasters (ECHO/-NF/BUD/2023/91000),unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,5000000,EUR,Traditional aid,,commitment,2022-12-16T12:58:53.345Z,1,incoming,shared,ECHO/-NF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,Egypt,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264535,2132196,2023,,financial,2022-11-30T02:26:08.121Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,Action A: Man made crisis and natural disasters (ECHO/-NF/BUD/2023/91000),unearmarked,0.938,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,2000000,EUR,Traditional aid,,commitment,2023-01-13T05:39:39.842Z,1,incoming,shared,ECHO/-NF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264536,18637860,2023,,financial,2023-02-08T02:25:14.893Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-XA/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,18116000,EUR,Traditional aid,,pledge,2023-02-27T13:49:11.023Z,2,incoming,shared,ECHO/-XA/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264537,17798354,2023,,financial,2022-11-30T02:26:08.596Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-XA/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,17300000,EUR,Traditional aid,,commitment,2022-12-16T12:56:10.270Z,1,incoming,shared,ECHO/-XA/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264538,2057613,2023,,financial,2022-11-30T02:26:08.802Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-XA/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,2000000,EUR,Traditional aid,,commitment,2022-12-16T13:10:10.875Z,1,incoming,shared,ECHO/-XA/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,Nepal,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264539,5658436,2023,,financial,2022-11-30T02:26:09.002Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-XA/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,5500000,EUR,Traditional aid,,commitment,2022-12-16T13:12:15.930Z,1,incoming,shared,ECHO/-XA/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264540,3086420,2023,,financial,2022-11-30T02:26:09.192Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-XA/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,3000000,EUR,Traditional aid,,commitment,2022-12-16T13:08:56.103Z,1,incoming,shared,ECHO/-XA/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,Philippines,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264541,517063,2023,,financial,2022-11-30T02:26:09.489Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",softly earmarked,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,500000,EUR,Traditional aid,,commitment,2022-12-02T12:40:37.573Z,1,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,Djibouti,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264542,62564633,2023,,financial,2022-11-30T02:26:09.692Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",softly earmarked,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,60500000,EUR,Traditional aid,,commitment,2022-12-02T12:40:36.228Z,1,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,Ethiopia,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264543,12926577,2023,,financial,2022-11-30T02:26:09.881Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",softly earmarked,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,12500000,EUR,Traditional aid,,commitment,2022-12-02T12:40:35.052Z,1,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,Kenya,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264544,0,2023,,financial,2023-02-15T12:57:28.110Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2023-02-16T08:21:13.512Z,2,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264545,74457084,2023,,financial,2023-02-15T12:57:29.092Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",softly earmarked,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,72000000,EUR,Traditional aid,,pledge,2023-02-27T13:55:36.159Z,2,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Somalia,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264546,58945191,2023,,financial,2022-11-30T02:26:10.491Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",softly earmarked,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,57000000,EUR,Traditional aid,,pledge,2023-02-15T09:24:20.252Z,1,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Somalia,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264547,43433299,2023,,financial,2022-11-30T02:26:10.680Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",softly earmarked,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,42000000,EUR,Traditional aid,,commitment,2022-12-02T12:40:33.740Z,1,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,South Sudan,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264548,31023785,2023,,financial,2022-11-30T02:26:10.871Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-HF/BUD/2023/91000)",softly earmarked,0.967,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,30000000,EUR,Traditional aid,,commitment,2022-12-02T12:40:31.882Z,1,incoming,shared,ECHO/-HF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,Uganda,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264549,26234568,2023,,financial,2022-11-30T02:26:11.204Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,25500000,EUR,Traditional aid,,commitment,2022-12-16T12:53:56.158Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Burkina Faso,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264550,21090535,2023,,financial,2022-11-30T02:26:11.418Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,20500000,EUR,Traditional aid,,commitment,2022-12-16T12:54:28.012Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Central African Republic,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264551,17489712,2023,,financial,2022-11-30T02:26:11.622Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,17000000,EUR,Traditional aid,,commitment,2022-12-16T12:52:24.909Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Cameroon,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264552,31893004,2023,,financial,2023-02-25T02:25:41.759Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,31000000,EUR,Traditional aid,,pledge,2023-02-27T13:47:45.383Z,2,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,Mali,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264553,6687243,2023,,financial,2022-11-30T02:26:12.017Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,6500000,EUR,Traditional aid,,commitment,2022-12-16T13:07:55.133Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,Mauritania,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264554,25720165,2023,,financial,2022-11-30T02:26:12.223Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,25000000,EUR,Traditional aid,,commitment,2022-12-16T12:53:13.751Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,Niger,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264555,34979424,2023,,financial,2022-11-30T02:26:12.410Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,34000000,EUR,Traditional aid,,commitment,2022-12-16T12:50:43.526Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,Nigeria,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264556,533049,2023,,financial,2022-11-30T02:26:12.604Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.938,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,500000,EUR,Traditional aid,,commitment,2023-01-13T05:40:07.920Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264557,27263374,2023,,financial,2022-11-30T02:26:12.794Z,2022-11-25T00:00:00Z,2022-11-25T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-AF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,26500000,EUR,Traditional aid,,commitment,2022-12-16T12:51:13.818Z,1,incoming,shared,ECHO/-AF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Chad,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264558,113168724,2023,,financial,2022-11-30T02:26:13.002Z,2022-11-29T00:00:00Z,2022-11-29T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/YEM/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,110000000,EUR,Traditional aid,,commitment,2022-12-16T12:49:57.312Z,1,incoming,shared,ECHO/YEM/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,Yemen,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264559,11316872,2023,,financial,2023-02-15T12:57:30.987Z,2022-11-28T00:00:00Z,2022-11-28T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-SF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,11000000,EUR,Traditional aid,,commitment,2023-02-24T14:21:50.040Z,2,incoming,shared,ECHO/-SF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,Madagascar,single,,,,,,45; 44,2024; 2023,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264560,11316872,2023,,financial,2022-11-30T02:26:13.407Z,2022-11-28T00:00:00Z,2022-11-28T00:00:00Z,"Action A: Man made crisis and natural disasters,Action C: DIPECHO (ECHO/-SF/BUD/2023/91000)",unearmarked,0.972,2022-11-29T00:00:00Z,Parked,Multiyear,TRUE,11000000,EUR,Traditional aid,,commitment,2022-12-16T12:57:14.387Z,1,incoming,shared,ECHO/-SF/BUD/2023/91000,,,,,,,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Multilateral Organizations,Other Multilateral Organizations,International Actors,44,2023,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,Mozambique,single,,,,,,44; 45,2023; 2024,shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
